name,author,source
Two-branch 3D convolutional neural network for motor imagery EEG decoding.,Lie Yang;Yonghao Song;Xueyu Jia;Ke Ma;Longhan Xie,PubMed
A Temporal-Spectral-Based Squeeze-and- Excitation Feature Fusion Network for Motor Imagery EEG Decoding.,Yang Li;Lianghui Guo;Yu Liu;Jingyu Liu;Fangang Meng,PubMed
Recognition of Flexion and Extension Imagery Involving the Right and Left Arms Based on Deep Belief Network and Functional Near-Infrared Spectroscopy.,Yunfa Fu;Rui Chen;Anmin Gong;Qian Qian;Ning Ding;Wei Zhang;Lei Su;Lei Zhao,PubMed
Classification of Motor Imagery Electroencephalography Signals Based on Image Processing Method.,Zhongye Chen;Yijun Wang;Zhongyan Song,PubMed
Optimization of Task Allocation for Collaborative Brain-Computer Interface Based on Motor Imagery.,Bin Gu;Minpeng Xu;Lichao Xu;Long Chen;Yufeng Ke;Kun Wang;Jiabei Tang;Dong Ming,PubMed
Wireless Soft Scalp Electronics and Virtual Reality System for Motor Imagery-Based Brain-Machine Interfaces.,Musa Mahmood;Shinjae Kwon;Hojoong Kim;Yun-Soung Kim;Panote Siriaraya;Jeongmoon Choi;Boris Otkhmezuri;Kyowon Kang;Ki Jun Yu;Young C Jang;Chee Siang Ang;Woon-Hong Yeo,PubMed
A Long Short-Term Memory Network for Sparse Spatiotemporal EEG Source Imaging.,Joyce Chelangat Bore;Peiyang Li;Lin Jiang;Walid M A Ayedh;Chunli Chen;Dennis Joe Harmah;Dezhong Yao;Zehong Cao;Peng Xu,PubMed
Exploring differences for motor imagery using Teager energy operator-based EEG microstate analyses.,Yabing Li;Mo Chen;Shujun Sun;Zipeng Huang,PubMed
Decoding of Motor Coordination Imagery Involving the Lower Limbs by the EEG-Based Brain Network.,Yunfa Fu;Zhouzhou Zhou;Anmin Gong;Qian Qian;Lei Su;Lei Zhao,PubMed
Development of a Low-Cost EEG-Controlled Hand Exoskeleton 3D Printed on Textiles.,Rommel S Araujo;Camille R Silva;Severino P N Netto;Edgard Morya;Fabricio L Brasil,PubMed
Improving motor imagery classification during induced motor perturbations.,C Vidaurre;T Jorajuría;A Ramos-Murguialday;K-R Müller;M Gómez;V V Nikulin,PubMed
Sparse representation-based classification with two-dimensional dictionary optimization for motor imagery EEG pattern recognition.,Ming Meng;Xu Yin;Qingshan She;Yunyuan Gao;Wanzeng Kong;Zhizeng Luo,PubMed
Optimal channel-based sparse time-frequency blocks common spatial pattern feature extraction method for motor imagery classification.,Xu Yin;Ming Meng;Qingshan She;Yunyuan Gao;Zhizeng Luo,PubMed
[Research on feature classification of lower limb motion imagination based on electrical stimulation to enhance rehabilitation].,Jiaying Li;Li Zhao;Yan Bian;Min Li;Zhichao Jia,PubMed
[Research progress and prospect of collaborative brain-computer interface for group brain collaboration].,Lixin Zhang;Xiaocui Chen;Long Chen;Bin Gu;Zhongpeng Wang;Dong Ming,PubMed
Analysis of Prognostic Risk Factors Determining Poor Functional Recovery After Comprehensive Rehabilitation Including Motor-Imagery Brain-Computer Interface Training in Stroke Patients: A Prospective Study.,Qiong Wu;Yunxiang Ge;Di Ma;Xue Pang;Yingyu Cao;Xiaofei Zhang;Yu Pan;Tong Zhang;Weibei Dou,PubMed
Optimization of Model Training Based on Iterative Minimum Covariance Determinant In Motor-Imagery BCI.,Jing Jin;Hua Fang;Ian Daly;Ruocheng Xiao;Yangyang Miao;Xingyu Wang;Andrzej Cichocki,PubMed
What Internal Variables Affect Sensorimotor Rhythm Brain-Computer Interface (SMR-BCI) Performance?,Alex J Horowitz;Christoph Guger;Milena Korostenskaja,PubMed
What External Variables Affect Sensorimotor Rhythm Brain-Computer Interface (SMR-BCI) Performance?,Alex J Horowitz;Christoph Guger;Milena Korostenskaja,PubMed
An Online Data Visualization Feedback Protocol for Motor Imagery-Based BCI Training.,Xu Duan;Songyun Xie;Xinzhou Xie;Klaus Obermayer;Yujie Cui;Zhenzhen Wang,PubMed
CutCat: An augmentation method for EEG classification.,Ali Al-Saegh;Shefa A Dawwd;Jassim M Abdul-Jabbar,PubMed
Ensemble Regularized Common Spatio-Spectral Pattern (ensemble RCSSP) model for motor imagery-based EEG signal classification.,Mohammad Norizadeh Cherloo;Homa Kashefi Amiri;Mohammad Reza Daliri,PubMed
Probability mapping based artifact detection and removal from single-channel EEG signals for brain-computer interface applications.,Md Kafiul Islam;Parviz Ghorbanzadeh;Amir Rastegarnia,PubMed
Dynamics of Long-Range Temporal Correlations in Broadband EEG During Different Motor Execution and Imagery Tasks.,Maitreyee Wairagkar;Yoshikatsu Hayashi;Slawomir J Nasuto,PubMed
Phase/Amplitude Synchronization of Brain Signals During Motor Imagery BCI Tasks.,Tiziana Cattai;Stefania Colonnese;Marie-Constance Corsi;Danielle S Bassett;Gaetano Scarano;Fabrizio De Vico Fallani,PubMed
Decoding Finger Tapping With the Affected Hand in Chronic Stroke Patients During Motor Imagery and Execution.,Minji Lee;Ji-Hoon Jeong;Yun-Hee Kim;Seong-Whan Lee,PubMed
Neural decoding of gait phases during motor imagery and improvement of the decoding accuracy by concurrent action observation.,Hikaru Yokoyama;Naotsugu Kaneko;Katsumi Watanabe;Kimitaka Nakazawa,PubMed
SPECTRA: a tool for enhanced brain wave signal recognition.,Shiu Kumar;Tatsuhiko Tsunoda;Alok Sharma,PubMed
Benefits of deep learning classification of continuous noninvasive brain-computer interface control.,James R Stieger;Stephen A Engel;Daniel Suma;Bin He,PubMed
Cross-correlation based discriminant criterion for channel selection in motor imagery BCI systems.,Jianli Yu;Zhu Liang Yu,PubMed
Sub-band target alignment common spatial pattern in brain-computer interface.,Xianxiong Zhang;Qingshan She;Yun Chen;Wanzeng Kong;Congli Mei,PubMed
Motor-Imagery-Based Brain-Computer Interface Using Signal Derivation and Aggregation Functions.,Javier Fumanal-Idocin;Yu-Kai Wang;Chin-Teng Lin;Javier Fernandez;Jose Antonio Sanz;Humberto Bustince,PubMed
A three-branch 3D convolutional neural network for EEG-based different hand movement stages classification.,Tianjun Liu;Deling Yang,PubMed
A Novel Smart Motor Imagery Intention Human-Computer Interaction Model Using Extreme Learning Machine and EEG Signals.,Yi Gu;Lei Hua,PubMed
Probabilistic learning vector quantization on manifold of symmetric positive definite matrices.,Fengzhen Tang;Haifeng Feng;Peter Tino;Bailu Si;Daxiong Ji,PubMed
Objective interictal electrophysiology biomarkers optimize prediction of epilepsy surgery outcome.,Naoto Kuroda;Masaki Sonoda;Makoto Miyakoshi;Hiroki Nariai;Jeong-Won Jeong;Hirotaka Motoi;Aimee F Luat;Sandeep Sood;Eishi Asano,PubMed
An integrated deep learning model for motor intention recognition of multi-class EEG Signals in upper limb amputees.,Oluwagbenga Paul Idowu;Ademola Enitan Ilesanmi;Xiangxin Li;Oluwarotimi Williams Samuel;Peng Fang;Guanglin Li,PubMed
Imagined character recognition through EEG signals using deep convolutional neural network.,Sadiq Ullah;Zahid Halim,PubMed
Single-Trial Kernel-Based Functional Connectivity for Enhanced Feature Extraction in Motor-Related Tasks.,Daniel Guillermo García-Murillo;Andres Alvarez-Meza;German Castellanos-Dominguez,PubMed
Adding Tactile Feedback and Changing ISI to Improve BCI Systems' Robustness: An Error-Related Potential Study.,Bahareh Ahkami;Farnaz Ghassemi,PubMed
[Convolutional neural network based on temporal-spatial feature learning for motor imagery electroencephalogram signal decoding].,Yaqi Chu;Bo Zhu;Xingang Zhao;Yiwen Zhao,PubMed
Vividness of Visual Imagery and Personality Impact Motor-Imagery Brain Computer Interfaces.,Nikki Leeuwis;Alissa Paas;Maryam Alimardani,PubMed
Spiking Neural Network for Augmenting Electroencephalographic Data for Brain Computer Interfaces.,Sai Kalyan Ranga Singanamalla;Chin-Teng Lin,PubMed
Classification of motor imagery using a time-localised approach.,M K M Rahman;Tohfa Haque,PubMed
Motor Imagery EEG Signal Recognition Using Deep Convolution Neural Network.,Xiongliang Xiao;Yuee Fang,PubMed
A novel decoding method for motor imagery tasks with 4D data representation and 3D convolutional neural networks.,Ming-Ai Li;Zi-Wei Ruan,PubMed
Online detection of class-imbalanced error-related potentials evoked by motor imagery.,Quan Liu;Wenhao Zheng;Kun Chen;Li Ma;Qingsong Ai,PubMed
Combining generative adversarial networks and multi-output CNN for motor imagery classification.,Jiaxin Xie;Siyu Chen;Yongqing Zhang;Dongrui Gao;Tiejun Liu,PubMed
Enhancement of Event-Related Desynchronization in Motor Imagery Based on Transcranial Electrical Stimulation.,Jiaxin Xie;Maoqin Peng;Jingqing Lu;Chao Xiao;Xin Zong;Manqing Wang;Dongrui Gao;Yun Qin;Tiejun Liu,PubMed
A Comprehensive Review on Critical Issues and Possible Solutions of Motor Imagery Based Electroencephalography Brain-Computer Interface.,Amardeep Singh;Ali Abdul Hussain;Sunil Lal;Hans W Guesgen,PubMed
Deep Neural Regression Prediction of Motor Imagery Skills Using EEG Functional Connectivity Indicators.,Julian Caicedo-Acosta;German A Castaño;Carlos Acosta-Medina;Andres Alvarez-Meza;German Castellanos-Dominguez,PubMed
Correlation-based common spatial pattern (CCSP): A novel extension of CSP for classification of motor imagery signal.,Khatereh Darvish Ghanbar;Tohid Yousefi Rezaii;Ali Farzamnia;Ismail Saad,PubMed
Exploration of illusory visual motion stimuli: An EEG-based brain-computer interface for practical assistive communication systems.,Yunyong Punsawad;Nannaphat Siribunyaphat;Yodchanan Wongsawat,PubMed
Crosstalk disrupts the production of motor imagery brain signals in brain-computer interfaces.,Phoebe S-H Neo;Terence Mayne;Xiping Fu;Zhiyi Huang;Elizabeth A Franz,PubMed
Bilinear neural network with 3-D attention for brain decoding of motor imagery movements from the human EEG.,Chen-Chen Fan;Hongjun Yang;Zeng-Guang Hou;Zhen-Liang Ni;Sheng Chen;Zhijie Fang,PubMed
Data Augmentation: Using Channel-Level Recombination to Improve Classification Performance for Motor Imagery EEG.,Yu Pei;Zhiguo Luo;Ye Yan;Huijiong Yan;Jing Jiang;Weiguo Li;Liang Xie;Erwei Yin,PubMed
The Riemannian spatial pattern method: mapping and clustering movement imagery using Riemannian geometry.,Christelle Larzabal;Vincent Auboiroux;Serpil Karakas;Guillaume Charvet;Alim-Louis Benabid;Stephan Chabardes;Thomas Costecalde;Stéphane Bonnet,PubMed
CNN-based classification of fNIRS signals in motor imagery BCI system.,Tengfei Ma;Shasha Wang;Yuting Xia;Xinhua Zhu;Julian Evans;Yaoran Sun;Sailing He,PubMed
Massage Therapy's Effectiveness on the Decoding EEG Rhythms of Left/Right Motor Imagery and Motion Execution in Patients With Skeletal Muscle Pain.,Huihui Li;Kai Fan;Junsong Ma;Bo Wang;Xiaohao Qiao;Yan Yan;Wenjing Du;Lei Wang,PubMed
A multi-modal modified feedback self-paced BCI to control the gait of an avatar.,Bilal Alchalabi;Jocelyn Faubert;David R Labbé,PubMed
Optimizing Motor Intention Detection With Deep Learning: Towards Management of Intraoperative Awareness.,Oleksii Avilov;Sebastien Rimbert;Anton Popov;Laurent Bougrain,PubMed
A Novel Time-Incremental End-to-End Shared Neural Network with Attention-Based Feature Fusion for Multiclass Motor Imagery Recognition.,Shidong Lian;Jialin Xu;Guokun Zuo;Xia Wei;Huilin Zhou,PubMed
Phase-amplitude coupling of interictal fast activities modulated by slow waves on scalp EEG and its correlation with seizure outcomes of disconnection surgery in children with intractable nonlesional epileptic spasms.,Takehiro Uda;Ichiro Kuki;Takeshi Inoue;Noritsugu Kunihiro;Hiroharu Suzuki;Hiroshi Uda;Toshiyuki Kawashima;Kosuke Nakajo;Yoko Nakanishi;Shinsuke Maruyama;Takashi Shibata;Hiroshi Ogawa;Shin Okazaki;Hisashi Kawawaki;Kenji Ohata;Takeo Goto;Hiroshi Otsubo,PubMed
Deep-Learning-Based Automatic Selection of Fewest Channels for Brain-Machine Interfaces.,Hyun-Seok Kim;Min-Hee Ahn;Byoung-Kyong Min,PubMed
Research on Recognition of Motor Imagination Based on Connectivity Features of Brain Functional Network.,Zhizeng Luo;Ronghang Jin;Hongfei Shi;Xianju Lu,PubMed
Dynamic Joint Domain Adaptation Network for Motor Imagery Classification.,Xiaolin Hong;Qingqing Zheng;Luyan Liu;Peiyin Chen;Kai Ma;Zhongke Gao;Yefeng Zheng,PubMed
Characterization of kinesthetic motor imagery compared with visual motor imageries.,Yu Jin Yang;Eun Jeong Jeon;June Sic Kim;Chun Kee Chung,PubMed
A Densely Connected Multi-Branch 3D Convolutional Neural Network for Motor Imagery EEG Decoding.,Tianjun Liu;Deling Yang,PubMed
Improving the performance of multisubject motor imagery-based BCIs using twin cascaded softmax CNNs.,Jing Luo;Weiwei Shi;Na Lu;Jie Wang;Hao Chen;Yaojie Wang;Xiaofeng Lu;Xiaofan Wang;Xinhong Hei,PubMed
Decoding and interpreting cortical signals with a compact convolutional neural network.,Artur Petrosyan;Mikhail Sinkin;Mikhail Lebedev;Alexei Ossadtchi,PubMed
Cluster decomposing and multi-objective optimization based-ensemble learning framework for motor imagery-based brain-computer interfaces.,Cili Zuo;Jing Jin;Ren Xu;Lianghong Wu;Chang Liu;Yangyang Miao;Xingyu Wang,PubMed
A Multifrequency Brain Network-Based Deep Learning Framework for Motor Imagery Decoding.,Juntao Xue;Feiyue Ren;Xinlin Sun;Miaomiao Yin;Jialing Wu;Chao Ma;Zhongke Gao,PubMed
Motor Imagery EEG Decoding Method Based on a Discriminative Feature Learning Strategy.,Lie Yang;Yonghao Song;Ke Ma;Longhan Xie,PubMed
Fuzzy support vector machine with joint optimization of genetic algorithm and fuzzy c-means.,Ming-Ai Li;Ruo-Tu Wang;Li-Na Wei,PubMed
Spatio-Spectral Feature Representation for Motor Imagery Classification Using Convolutional Neural Networks.,Ji-Seon Bang;Min-Ho Lee;Siamac Fazli;Cuntai Guan;Seong-Whan Lee,PubMed
On the (in)efficacy of motor imagery training without feedback and event-related desynchronizations considerations.,C A Stefano Filho;T B S Costa;L F S Uribe;P G Rodrigues;D C Soriano;R Attux;G Castellano,PubMed
Calibration time reduction through local activities estimation in motor imagery-based brain-computer interfaces.,Mohammad Mahdi Togha;Mohammad Reza Salehi;Ebrahim Abiri,PubMed
BCI-Based Rehabilitation on the Stroke in Sequela Stage.,Yangyang Miao;Shugeng Chen;Xinru Zhang;Jing Jin;Ren Xu;Ian Daly;Jie Jia;Xingyu Wang;Andrzej Cichocki;Tzyy-Ping Jung,PubMed
Adaptive transfer learning for EEG motor imagery classification with deep Convolutional Neural Network.,Kaishuo Zhang;Neethu Robinson;Seong-Whan Lee;Cuntai Guan,PubMed
Multiscale space-time-frequency feature-guided multitask learning CNN for motor imagery EEG classification.,Xiuling Liu;Linyang Lv;Yonglong Shen;Peng Xiong;Jianli Yang;Jing Liu,PubMed
Motion Imagery-BCI Based on EEG and Eye Movement Data Fusion.,Shiwei Cheng;Jialing Wang;Lekai Zhang;Qianjing Wei,PubMed
Task Transfer Learning for EEG Classification in Motor Imagery-Based BCI System.,Xuanci Zheng;Jie Li;Hongfei Ji;Lili Duan;Maozhen Li;Zilong Pang;Jie Zhuang;Lu Rongrong;Gao Tianhao,PubMed
Channel Selection for Optimal EEG Measurement in Motor Imagery-Based Brain-Computer Interfaces.,Pasquale Arpaia;Francesco Donnarumma;Antonio Esposito;Marco Parvis,PubMed
Developing a Motor Imagery-Based Real-Time Asynchronous Hybrid BCI Controller for a Lower-Limb Exoskeleton.,Junhyuk Choi;Keun Tae Kim;Ji Hyeok Jeong;Laehyun Kim;Song Joo Lee;Hyungmin Kim,PubMed
A neurophysiological approach to spatial filter selection for adaptive brain-computer interfaces.,James D Bennett;Sam E John;David B Grayden;Anthony N Burkitt,PubMed
MI-EEGNET: A novel convolutional neural network for motor imagery classification.,Mouad Riyad;Mohammed Khalil;Abdellah Adib,PubMed
A Novel Transfer Support Matrix Machine for Motor Imagery-Based Brain Computer Interface.,Yan Chen;Wenlong Hang;Shuang Liang;Xuejun Liu;Guanglin Li;Qiong Wang;Jing Qin;Kup-Sze Choi,PubMed
Multiclass Classification Based on Combined Motor Imageries.,Cecilia Lindig-León;Sébastien Rimbert;Laurent Bougrain,PubMed
Enhancing Classification Performance of fNIRS-BCI by Identifying Cortically Active Channels Using the z-Score Method.,Hammad Nazeer;Noman Naseer;Aakif Mehboob;Muhammad Jawad Khan;Rayyan Azam Khan;Umar Shahbaz Khan;Yasar Ayaz,PubMed
Conditional Adversarial Domain Adaptation Neural Network for Motor Imagery EEG Decoding.,Xingliang Tang;Xianrui Zhang,PubMed
An Improved Composite Multiscale Fuzzy Entropy for Feature Extraction of MI-EEG.,Mingai Li;Ruotu Wang;Dongqin Xu,PubMed
Reducing Response Time in Motor Imagery Using A Headband and Deep Learning.,Francisco M Garcia-Moreno;Maria Bermudez-Edo;José Luis Garrido;María José Rodríguez-Fórtiz,PubMed
Multi-View Multi-Scale Optimization of Feature Representation for EEG Classification Improvement.,Yong Jiao;Tao Zhou;Lina Yao;Guoxu Zhou;Xingyu Wang;Yu Zhang,PubMed
An EEG channel selection method for motor imagery based brain-computer interface and neurofeedback using Granger causality.,Hesam Varsehi;S Mohammad P Firoozabadi,PubMed
A BCI System Based on Motor Imagery for Assisting People with Motor Deficiencies in the Limbs.,Omneya Attallah;Jaidaa Abougharbia;Mohamed Tamazin;Abdelmonem A Nasser,PubMed
Motor Imagery Hand Movement Direction Decoding Using Brain Computer Interface to Aid Stroke Recovery and Rehabilitation.,V K Benzy;A P Vinod;R Subasree;Suvarna Alladi;K Raghavendra,PubMed
An fNIRS-Based Motor Imagery BCI for ALS: A Subject-Specific Data-Driven Approach.,S M Hosni;S B Borgheai;J McLinden;Y Shahriari,PubMed
Intralobular and Interlobular Parietal Functional Network Correlated to MI-BCI Performance.,Chun-Ren Phang;Li-Wei Ko,PubMed
A Multi-Scale Fusion Convolutional Neural Network Based on Attention Mechanism for the Visualization Analysis of EEG Signals Decoding.,Donglin Li;Jiacan Xu;Jianhui Wang;Xiaoke Fang;Ying Ji,PubMed
Improving performance in motor imagery BCI-based control applications via virtually embodied feedback.,Jin Woo Choi;Sejoon Huh;Sungho Jo,PubMed
A Simplified CNN Classification Method for MI-EEG via the Electrode Pairs Signals.,Xiangmin Lun;Zhenglin Yu;Tao Chen;Fang Wang;Yimin Hou,PubMed
Towards New Diagnostic Approaches in Disorders of Consciousness: A Proof of Concept Study on the Promising Use of Imagery Visuomotor Task.,Antonino Naro;Rocco Salvatore Calabrò,PubMed
The 2017 and 2018 Iranian Brain-Computer Interface Competitions.,Nasser Samadzadeh Aghdam;Mohammad Hassan Moradi;Mohammad Bagher Shamsollahi;Ali Motie Nasrabadi;Seyed Kamaledin Setarehdan;Vahid Shalchyan;Farhad Faradji;Bahador Makkiabadi,PubMed
Decoding of voluntary and involuntary upper-limb motor imagery based on graph fourier transform and cross-frequency coupling coefficients.,Naishi Feng;Fo Hu;Hong Wang;Mohamed Amin Gouda,PubMed
Multimodal signal dataset for 11 intuitive movement tasks from single upper extremity during multiple recording sessions.,Ji-Hoon Jeong;Jeong-Hyun Cho;Kyung-Hwan Shim;Byoung-Hee Kwon;Byeong-Hoo Lee;Do-Yeun Lee;Dae-Hyeok Lee;Seong-Whan Lee,PubMed
